                               Labor Force Data by County, 2006 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate

CN0100100000000   01     001   Autauga County, AL                                2006        24,492       23,792        700      2.9
CN0100300000000   01     003   Baldwin County, AL                                2006        80,033       77,827      2,206      2.8
CN0100500000000   01     005   Barbour County, AL                                2006        10,709       10,184        525      4.9
CN0100700000000   01     007   Bibb County, AL                                   2006         8,873        8,552        321      3.6
CN0100900000000   01     009   Blount County, AL                                 2006        26,875       26,129        746      2.8
CN0101100000000   01     011   Bullock County, AL                                2006         3,687        3,402        285      7.7
CN0101300000000   01     013   Butler County, AL                                 2006         9,240        8,785        455      4.9
CN0101500000000   01     015   Calhoun County, AL                                2006        54,213       52,327      1,886      3.5
CN0101700000000   01     017   Chambers County, AL                               2006        15,751       14,958        793      5.0
CN0101900000000   01     019   Cherokee County, AL                               2006        11,883       11,451        432      3.6
CN0102100000000   01     021   Chilton County, AL                                2006        19,838       19,226        612      3.1
CN0102300000000   01     023   Choctaw County, AL                                2006         5,331        5,074        257      4.8
CN0102500000000   01     025   Clarke County, AL                                 2006        10,256        9,706        550      5.4
CN0102700000000   01     027   Clay County, AL                                   2006         6,195        5,954        241      3.9
CN0102900000000   01     029   Cleburne County, AL                               2006         6,663        6,462        201      3.0
CN0103100000000   01     031   Coffee County, AL                                 2006        20,757       20,091        666      3.2
CN0103300000000   01     033   Colbert County, AL                                2006        25,353       24,339      1,014      4.0
CN0103500000000   01     035   Conecuh County, AL                                2006         5,124        4,875        249      4.9
CN0103700000000   01     037   Coosa County, AL                                  2006         4,797        4,565        232      4.8
CN0103900000000   01     039   Covington County, AL                              2006        17,247       16,674        573      3.3
CN0104100000000   01     041   Crenshaw County, AL                               2006         6,614        6,387        227      3.4
CN0104300000000   01     043   Cullman County, AL                                2006        39,520       38,360      1,160      2.9
CN0104500000000   01     045   Dale County, AL                                   2006        20,518       19,693        825      4.0
CN0104700000000   01     047   Dallas County, AL                                 2006        15,849       14,721      1,128      7.1
CN0104900000000   01     049   DeKalb County, AL                                 2006        31,572       30,440      1,132      3.6
CN0105100000000   01     051   Elmore County, AL                                 2006        35,299       34,266      1,033      2.9
CN0105300000000   01     053   Escambia County, AL                               2006        14,368       13,754        614      4.3
CN0105500000000   01     055   Etowah County, AL                                 2006        46,635       44,936      1,699      3.6
CN0105700000000   01     057   Fayette County, AL                                2006         7,762        7,478        284      3.7
CN0105900000000   01     059   Franklin County, AL                               2006        13,965       13,407        558      4.0
CN0106100000000   01     061   Geneva County, AL                                 2006        11,737       11,356        381      3.2
CN0106300000000   01     063   Greene County, AL                                 2006         3,393        3,229        164      4.8
CN0106500000000   01     065   Hale County, AL                                   2006         7,176        6,851        325      4.5
CN0106700000000   01     067   Henry County, AL                                  2006         7,527        7,267        260      3.5
CN0106900000000   01     069   Houston County, AL                                2006        46,873       45,494      1,379      2.9
CN0107100000000   01     071   Jackson County, AL                                2006        27,123       26,079      1,044      3.8
CN0107300000000   01     073   Jefferson County, AL                              2006       317,635      306,692     10,943      3.4
CN0107500000000   01     075   Lamar County, AL                                  2006         6,049        5,777        272      4.5
CN0107700000000   01     077   Lauderdale County, AL                             2006        42,699       41,153      1,546      3.6
CN0107900000000   01     079   Lawrence County, AL                               2006        15,669       15,019        650      4.1
CN0108100000000   01     081   Lee County, AL                                    2006        65,070       63,165      1,905      2.9
CN0108300000000   01     083   Limestone County, AL                              2006        35,884       34,761      1,123      3.1
CN0108500000000   01     085   Lowndes County, AL                                2006         4,802        4,487        315      6.6
CN0108700000000   01     087   Macon County, AL                                  2006         8,844        8,441        403      4.6
CN0108900000000   01     089   Madison County, AL                                2006       161,958      157,387      4,571      2.8
CN0109100000000   01     091   Marengo County, AL                                2006         8,607        8,264        343      4.0
CN0109300000000   01     093   Marion County, AL                                 2006        13,534       13,025        509      3.8
CN0109500000000   01     095   Marshall County, AL                               2006        42,136       40,881      1,255      3.0
CN0109700000000   01     097   Mobile County, AL                                 2006       182,487      175,956      6,531      3.6
CN0109900000000   01     099   Monroe County, AL                                 2006         9,321        8,835        486      5.2
CN0110100000000   01     101   Montgomery County, AL                             2006       105,982      102,184      3,798      3.6
CN0110300000000   01     103   Morgan County, AL                                 2006        56,042       54,105      1,937      3.5
CN0110500000000   01     105   Perry County, AL                                  2006         3,573        3,313        260      7.3
CN0110700000000   01     107   Pickens County, AL                                2006         8,123        7,770        353      4.3
CN0110900000000   01     109   Pike County, AL                                   2006        15,210       14,685        525      3.5
CN0111100000000   01     111   Randolph County, AL                               2006         9,766        9,317        449      4.6
CN0111300000000   01     113   Russell County, AL                                2006        21,469       20,381      1,088      5.1
CN0111500000000   01     115   St. Clair County, AL                              2006        35,179       34,116      1,063      3.0
CN0111700000000   01     117   Shelby County, AL                                 2006        98,856       96,537      2,319      2.3
CN0111900000000   01     119   Sumter County, AL                                 2006         4,786        4,505        281      5.9
CN0112100000000   01     121   Talladega County, AL                              2006        39,497       37,739      1,758      4.5
CN0112300000000   01     123   Tallapoosa County, AL                             2006        18,557       17,748        809      4.4
CN0112500000000   01     125   Tuscaloosa County, AL                             2006        87,837       85,362      2,475      2.8
CN0112700000000   01     127   Walker County, AL                                 2006        29,936       28,766      1,170      3.9
CN0112900000000   01     129   Washington County, AL                             2006         6,903        6,558        345      5.0
CN0113100000000   01     131   Wilcox County, AL                                 2006         3,555        3,288        267      7.5
CN0113300000000   01     133   Winston County, AL                                2006        10,606       10,155        451      4.3
CN0201300000000   02     013   Aleutians East Borough, AK                        2006         1,137        1,042         95      8.4
CN0201600000000   02     016   Aleutians West Census Area, AK                    2006         3,206        3,027        179      5.6
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2006       151,207      143,305      7,902      5.2
CN0205000000000   02     050   Bethel Census Area, AK                            2006         6,955        6,049        906     13.0
CN0206000000000   02     060   Bristol Bay Borough, AK                           2006         1,016          962         54      5.3
CN0206800000000   02     068   Denali Borough, AK                                2006         1,640        1,546         94      5.7
CN0207000000000   02     070   Dillingham Census Area, AK                        2006         2,096        1,899        197      9.4
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2006        45,111       42,580      2,531      5.6
CN0210000000000   02     100   Haines Borough, AK                                2006         1,448        1,333        115      7.9
CN0211000000000   02     110   Juneau Borough/city, AK                           2006        18,504       17,621        883      4.8
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2006        25,388       23,338      2,050      8.1
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2006         8,079        7,591        488      6.0
CN0215000000000   02     150   Kodiak Island Borough, AK                         2006         6,129        5,679        450      7.3
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2006         1,078        1,014         64      5.9
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2006        38,946       36,074      2,872      7.4
CN0218000000000   02     180   Nome Census Area, AK                              2006         3,885        3,423        462     11.9
CN0218500000000   02     185   North Slope Borough, AK                           2006         4,135        3,856        279      6.7
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2006         2,953        2,623        330     11.2
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   2006         2,344        2,013        331     14.1
CN0222000000000   02     220   Sitka Borough/city, AK                            2006         4,673        4,425        248      5.3
CN0223200000000   02     232   Skagway-Hoonah-Angoon Census Area, AK             2006         1,890        1,653        237     12.5
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2006         3,335        2,983        352     10.6
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2006         5,175        4,740        435      8.4
CN0227000000000   02     270   Wade Hampton Census Area, AK                      2006         2,527        2,010        517     20.5
CN0228000000000   02     280   Wrangell-Petersburg Census Area, AK               2006         2,898        2,625        273      9.4
CN0228200000000   02     282   Yakutat Borough/city, AK                          2006           311          281         30      9.6
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2006         2,779        2,420        359     12.9
CN0400100000000   04     001   Apache County, AZ                                 2006        20,109       18,143      1,966      9.8
CN0400300000000   04     003   Cochise County, AZ                                2006        56,581       54,095      2,486      4.4
CN0400500000000   04     005   Coconino County, AZ                               2006        68,750       65,825      2,925      4.3
CN0400700000000   04     007   Gila County, AZ                                   2006        20,736       19,685      1,051      5.1
CN0400900000000   04     009   Graham County, AZ                                 2006        12,978       12,335        643      5.0
CN0401100000000   04     011   Greenlee County, AZ                               2006         3,734        3,596        138      3.7
CN0401200000000   04     012   La Paz County, AZ                                 2006         7,670        7,240        430      5.6
CN0401300000000   04     013   Maricopa County, AZ                               2006     1,899,999    1,833,781     66,218      3.5
CN0401500000000   04     015   Mohave County, AZ                                 2006        91,875       87,993      3,882      4.2
CN0401700000000   04     017   Navajo County, AZ                                 2006        37,772       35,053      2,719      7.2
CN0401900000000   04     019   Pima County, AZ                                   2006       446,958      429,323     17,635      3.9
CN0402100000000   04     021   Pinal County, AZ                                  2006       101,793       96,828      4,965      4.9
CN0402300000000   04     023   Santa Cruz County, AZ                             2006        16,545       15,318      1,227      7.4
CN0402500000000   04     025   Yavapai County, AZ                                2006        95,682       91,933      3,749      3.9
CN0402700000000   04     027   Yuma County, AZ                                   2006        76,651       65,489     11,162     14.6
CN0500100000000   05     001   Arkansas County, AR                               2006        11,695       10,793        902      7.7
CN0500300000000   05     003   Ashley County, AR                                 2006         9,754        9,011        743      7.6
CN0500500000000   05     005   Baxter County, AR                                 2006        17,447       16,501        946      5.4
CN0500700000000   05     007   Benton County, AR                                 2006       103,163       99,647      3,516      3.4
CN0500900000000   05     009   Boone County, AR                                  2006        17,012       16,155        857      5.0
CN0501100000000   05     011   Bradley County, AR                                2006         5,693        5,288        405      7.1
CN0501300000000   05     013   Calhoun County, AR                                2006         2,659        2,471        188      7.1
CN0501500000000   05     015   Carroll County, AR                                2006        13,962       13,346        616      4.4
CN0501700000000   05     017   Chicot County, AR                                 2006         5,010        4,583        427      8.5
CN0501900000000   05     019   Clark County, AR                                  2006        10,967       10,347        620      5.7
CN0502100000000   05     021   Clay County, AR                                   2006         7,107        6,517        590      8.3
CN0502300000000   05     023   Cleburne County, AR                               2006        11,583       10,993        590      5.1
CN0502500000000   05     025   Cleveland County, AR                              2006         4,218        3,957        261      6.2
CN0502700000000   05     027   Columbia County, AR                               2006        11,094       10,410        684      6.2
CN0502900000000   05     029   Conway County, AR                                 2006         9,888        9,392        496      5.0
CN0503100000000   05     031   Craighead County, AR                              2006        45,608       43,378      2,230      4.9
CN0503300000000   05     033   Crawford County, AR                               2006        28,007       26,719      1,288      4.6
CN0503500000000   05     035   Crittenden County, AR                             2006        22,360       20,810      1,550      6.9
CN0503700000000   05     037   Cross County, AR                                  2006         8,614        7,980        634      7.4
CN0503900000000   05     039   Dallas County, AR                                 2006         3,933        3,671        262      6.7
CN0504100000000   05     041   Desha County, AR                                  2006         6,329        5,742        587      9.3
CN0504300000000   05     043   Drew County, AR                                   2006         8,558        7,863        695      8.1
CN0504500000000   05     045   Faulkner County, AR                               2006        53,306       50,917      2,389      4.5
CN0504700000000   05     047   Franklin County, AR                               2006         8,540        8,166        374      4.4
CN0504900000000   05     049   Fulton County, AR                                 2006         5,103        4,839        264      5.2
CN0505100000000   05     051   Garland County, AR                                2006        42,100       39,859      2,241      5.3
CN0505300000000   05     053   Grant County, AR                                  2006         8,645        8,215        430      5.0
CN0505500000000   05     055   Greene County, AR                                 2006        18,967       17,870      1,097      5.8
CN0505700000000   05     057   Hempstead County, AR                              2006        11,041       10,432        609      5.5
CN0505900000000   05     059   Hot Spring County, AR                             2006        15,525       14,706        819      5.3
CN0506100000000   05     061   Howard County, AR                                 2006         6,477        6,121        356      5.5
CN0506300000000   05     063   Independence County, AR                           2006        17,575       16,590        985      5.6
CN0506500000000   05     065   Izard County, AR                                  2006         5,389        5,050        339      6.3
CN0506700000000   05     067   Jackson County, AR                                2006         7,890        7,271        619      7.8
CN0506900000000   05     069   Jefferson County, AR                              2006        36,301       33,398      2,903      8.0
CN0507100000000   05     071   Johnson County, AR                                2006        11,129       10,546        583      5.2
CN0507300000000   05     073   Lafayette County, AR                              2006         3,144        2,918        226      7.2
CN0507500000000   05     075   Lawrence County, AR                               2006         7,445        6,931        514      6.9
CN0507700000000   05     077   Lee County, AR                                    2006         3,604        3,267        337      9.4
CN0507900000000   05     079   Lincoln County, AR                                2006         5,172        4,752        420      8.1
CN0508100000000   05     081   Little River County, AR                           2006         6,501        6,201        300      4.6
CN0508300000000   05     083   Logan County, AR                                  2006        10,269        9,761        508      4.9
CN0508500000000   05     085   Lonoke County, AR                                 2006        31,513       30,149      1,364      4.3
CN0508700000000   05     087   Madison County, AR                                2006         7,879        7,590        289      3.7
CN0508900000000   05     089   Marion County, AR                                 2006         6,959        6,592        367      5.3
CN0509100000000   05     091   Miller County, AR                                 2006        19,470       18,546        924      4.7
CN0509300000000   05     093   Mississippi County, AR                            2006        21,177       19,490      1,687      8.0
CN0509500000000   05     095   Monroe County, AR                                 2006         3,875        3,591        284      7.3
CN0509700000000   05     097   Montgomery County, AR                             2006         4,379        4,169        210      4.8
CN0509900000000   05     099   Nevada County, AR                                 2006         4,424        4,175        249      5.6
CN0510100000000   05     101   Newton County, AR                                 2006         3,590        3,401        189      5.3
CN0510300000000   05     103   Ouachita County, AR                               2006        12,473       11,453      1,020      8.2
CN0510500000000   05     105   Perry County, AR                                  2006         4,880        4,632        248      5.1
CN0510700000000   05     107   Phillips County, AR                               2006         9,110        8,353        757      8.3
CN0510900000000   05     109   Pike County, AR                                   2006         5,347        5,072        275      5.1
CN0511100000000   05     111   Poinsett County, AR                               2006        11,306       10,537        769      6.8
CN0511300000000   05     113   Polk County, AR                                   2006         8,882        8,451        431      4.9
CN0511500000000   05     115   Pope County, AR                                   2006        30,075       28,618      1,457      4.8
CN0511700000000   05     117   Prairie County, AR                                2006         4,495        4,237        258      5.7
CN0511900000000   05     119   Pulaski County, AR                                2006       188,947      179,717      9,230      4.9
CN0512100000000   05     121   Randolph County, AR                               2006         7,792        7,222        570      7.3
CN0512300000000   05     123   St. Francis County, AR                            2006        10,768        9,785        983      9.1
CN0512500000000   05     125   Saline County, AR                                 2006        48,322       46,158      2,164      4.5
CN0512700000000   05     127   Scott County, AR                                  2006         4,912        4,691        221      4.5
CN0512900000000   05     129   Searcy County, AR                                 2006         3,541        3,369        172      4.9
CN0513100000000   05     131   Sebastian County, AR                              2006        60,608       57,766      2,842      4.7
CN0513300000000   05     133   Sevier County, AR                                 2006         7,739        7,420        319      4.1
CN0513500000000   05     135   Sharp County, AR                                  2006         6,527        6,079        448      6.9
CN0513700000000   05     137   Stone County, AR                                  2006         4,744        4,475        269      5.7
CN0513900000000   05     139   Union County, AR                                  2006        19,757       18,416      1,341      6.8
CN0514100000000   05     141   Van Buren County, AR                              2006         7,083        6,648        435      6.1
CN0514300000000   05     143   Washington County, AR                             2006       102,600       98,806      3,794      3.7
CN0514500000000   05     145   White County, AR                                  2006        32,141       30,274      1,867      5.8
CN0514700000000   05     147   Woodruff County, AR                               2006         3,566        3,265        301      8.4
CN0514900000000   05     149   Yell County, AR                                   2006        10,858       10,361        497      4.6
CN0600100000000   06     001   Alameda County, CA                                2006       735,654      703,036     32,618      4.4
CN0600300000000   06     003   Alpine County, CA                                 2006           484          452         32      6.6
CN0600500000000   06     005   Amador County, CA                                 2006        17,279       16,356        923      5.3
CN0600700000000   06     007   Butte County, CA                                  2006       100,000       93,792      6,208      6.2
CN0600900000000   06     009   Calaveras County, CA                              2006        20,647       19,439      1,208      5.9
CN0601100000000   06     011   Colusa County, CA                                 2006         9,940        8,723      1,217     12.2
CN0601300000000   06     013   Contra Costa County, CA                           2006       511,690      489,807     21,883      4.3
CN0601500000000   06     015   Del Norte County, CA                              2006        10,820       10,078        742      6.9
CN0601700000000   06     017   El Dorado County, CA                              2006        91,785       87,558      4,227      4.6
CN0601900000000   06     019   Fresno County, CA                                 2006       411,449      378,483     32,966      8.0
CN0602100000000   06     021   Glenn County, CA                                  2006        11,641       10,708        933      8.0
CN0602300000000   06     023   Humboldt County, CA                               2006        59,550       56,264      3,286      5.5
CN0602500000000   06     025   Imperial County, CA                               2006        63,166       53,438      9,728     15.4
CN0602700000000   06     027   Inyo County, CA                                   2006         9,032        8,620        412      4.6
CN0602900000000   06     029   Kern County, CA                                   2006       336,926      311,525     25,401      7.5
CN0603100000000   06     031   Kings County, CA                                  2006        55,132       50,482      4,650      8.4
CN0603300000000   06     033   Lake County, CA                                   2006        24,333       22,466      1,867      7.7
CN0603500000000   06     035   Lassen County, CA                                 2006        12,248       11,282        966      7.9
CN0603700000000   06     037   Los Angeles County, CA                            2006     4,808,637    4,578,726    229,911      4.8
CN0603900000000   06     039   Madera County, CA                                 2006        62,889       58,499      4,390      7.0
CN0604100000000   06     041   Marin County, CA                                  2006       130,900      126,284      4,616      3.5
CN0604300000000   06     043   Mariposa County, CA                               2006         9,031        8,521        510      5.6
CN0604500000000   06     045   Mendocino County, CA                              2006        43,351       41,097      2,254      5.2
CN0604700000000   06     047   Merced County, CA                                 2006        98,163       88,904      9,259      9.4
CN0604900000000   06     049   Modoc County, CA                                  2006         3,990        3,681        309      7.7
CN0605100000000   06     051   Mono County, CA                                   2006         8,259        7,894        365      4.4
CN0605300000000   06     053   Monterey County, CA                               2006       203,577      189,498     14,079      6.9
CN0605500000000   06     055   Napa County, CA                                   2006        71,871       69,101      2,770      3.9
CN0605700000000   06     057   Nevada County, CA                                 2006        49,735       47,563      2,172      4.4
CN0605900000000   06     059   Orange County, CA                                 2006     1,601,757    1,547,349     54,408      3.4
CN0606100000000   06     061   Placer County, CA                                 2006       169,275      162,232      7,043      4.2
CN0606300000000   06     063   Plumas County, CA                                 2006        10,111        9,337        774      7.7
CN0606500000000   06     065   Riverside County, CA                              2006       883,408      838,973     44,435      5.0
CN0606700000000   06     067   Sacramento County, CA                             2006       670,470      638,609     31,861      4.8
CN0606900000000   06     069   San Benito County, CA                             2006        24,225       22,490      1,735      7.2
CN0607100000000   06     071   San Bernardino County, CA                         2006       862,146      820,677     41,469      4.8
CN0607300000000   06     073   San Diego County, CA                              2006     1,499,852    1,440,431     59,421      4.0
CN0607500000000   06     075   San Francisco County/city, CA                     2006       416,782      399,294     17,488      4.2
CN0607700000000   06     077   San Joaquin County, CA                            2006       284,296      263,211     21,085      7.4
CN0607900000000   06     079   San Luis Obispo County, CA                        2006       132,704      127,485      5,219      3.9
CN0608100000000   06     081   San Mateo County, CA                              2006       364,913      351,527     13,386      3.7
CN0608300000000   06     083   Santa Barbara County, CA                          2006       211,407      202,873      8,534      4.0
CN0608500000000   06     085   Santa Clara County, CA                            2006       823,603      786,746     36,857      4.5
CN0608700000000   06     087   Santa Cruz County, CA                             2006       143,410      135,329      8,081      5.6
CN0608900000000   06     089   Shasta County, CA                                 2006        82,650       77,201      5,449      6.6
CN0609100000000   06     091   Sierra County, CA                                 2006         1,592        1,473        119      7.5
CN0609300000000   06     093   Siskiyou County, CA                               2006        18,643       17,150      1,493      8.0
CN0609500000000   06     095   Solano County, CA                                 2006       208,365      198,224     10,141      4.9
CN0609700000000   06     097   Sonoma County, CA                                 2006       254,620      244,452     10,168      4.0
CN0609900000000   06     099   Stanislaus County, CA                             2006       224,850      206,966     17,884      8.0
CN0610100000000   06     101   Sutter County, CA                                 2006        40,465       36,846      3,619      8.9
CN0610300000000   06     103   Tehama County, CA                                 2006        25,116       23,490      1,626      6.5
CN0610500000000   06     105   Trinity County, CA                                2006         5,071        4,570        501      9.9
CN0610700000000   06     107   Tulare County, CA                                 2006       187,867      171,898     15,969      8.5
CN0610900000000   06     109   Tuolumne County, CA                               2006        25,870       24,377      1,493      5.8
CN0611100000000   06     111   Ventura County, CA                                2006       420,596      402,516     18,080      4.3
CN0611300000000   06     113   Yolo County, CA                                   2006        93,838       88,988      4,850      5.2
CN0611500000000   06     115   Yuba County, CA                                   2006        26,617       24,279      2,338      8.8
CN0800100000000   08     001   Adams County, CO                                  2006       219,907      209,287     10,620      4.8
CN0800300000000   08     003   Alamosa County, CO                                2006         8,335        7,949        386      4.6
CN0800500000000   08     005   Arapahoe County, CO                               2006       306,568      293,512     13,056      4.3
CN0800700000000   08     007   Archuleta County, CO                              2006         6,533        6,265        268      4.1
CN0800900000000   08     009   Baca County, CO                                   2006         2,454        2,378         76      3.1
CN0801100000000   08     011   Bent County, CO                                   2006         2,440        2,303        137      5.6
CN0801300000000   08     013   Boulder County, CO                                2006       172,770      166,365      6,405      3.7
CN0801400000000   08     014   Broomfield County/city, CO                        2006        25,766       24,667      1,099      4.3
CN0801500000000   08     015   Chaffee County, CO                                2006         8,251        7,895        356      4.3
CN0801700000000   08     017   Cheyenne County, CO                               2006         1,367        1,330         37      2.7
CN0801900000000   08     019   Clear Creek County, CO                            2006         5,864        5,628        236      4.0
CN0802100000000   08     021   Conejos County, CO                                2006         3,817        3,568        249      6.5
CN0802300000000   08     023   Costilla County, CO                               2006         1,343        1,230        113      8.4
CN0802500000000   08     025   Crowley County, CO                                2006         1,610        1,501        109      6.8
CN0802700000000   08     027   Custer County, CO                                 2006         1,974        1,890         84      4.3
CN0802900000000   08     029   Delta County, CO                                  2006        16,075       15,435        640      4.0
CN0803100000000   08     031   Denver County/city, CO                            2006       309,904      295,075     14,829      4.8
CN0803300000000   08     033   Dolores County, CO                                2006           997          933         64      6.4
CN0803500000000   08     035   Douglas County, CO                                2006       153,009      147,584      5,425      3.5
CN0803700000000   08     037   Eagle County, CO                                  2006        30,206       29,191      1,015      3.4
CN0803900000000   08     039   Elbert County, CO                                 2006        13,289       12,763        526      4.0
CN0804100000000   08     041   El Paso County, CO                                2006       299,328      285,523     13,805      4.6
CN0804300000000   08     043   Fremont County, CO                                2006        19,686       18,596      1,090      5.5
CN0804500000000   08     045   Garfield County, CO                               2006        33,649       32,657        992      2.9
CN0804700000000   08     047   Gilpin County, CO                                 2006         3,449        3,310        139      4.0
CN0804900000000   08     049   Grand County, CO                                  2006         8,884        8,596        288      3.2
CN0805100000000   08     051   Gunnison County, CO                               2006         9,635        9,333        302      3.1
CN0805300000000   08     053   Hinsdale County, CO                               2006           625          606         19      3.0
CN0805500000000   08     055   Huerfano County, CO                               2006         3,414        3,209        205      6.0
CN0805700000000   08     057   Jackson County, CO                                2006         1,121        1,089         32      2.9
CN0805900000000   08     059   Jefferson County, CO                              2006       308,119      295,275     12,844      4.2
CN0806100000000   08     061   Kiowa County, CO                                  2006           899          869         30      3.3
CN0806300000000   08     063   Kit Carson County, CO                             2006         4,542        4,405        137      3.0
CN0806500000000   08     065   Lake County, CO                                   2006         4,069        3,898        171      4.2
CN0806700000000   08     067   La Plata County, CO                               2006        30,694       29,665      1,029      3.4
CN0806900000000   08     069   Larimer County, CO                                2006       171,501      164,776      6,725      3.9
CN0807100000000   08     071   Las Animas County, CO                             2006         8,564        8,218        346      4.0
CN0807300000000   08     073   Lincoln County, CO                                2006         3,098        2,988        110      3.6
CN0807500000000   08     075   Logan County, CO                                  2006        11,271       10,882        389      3.5
CN0807700000000   08     077   Mesa County, CO                                   2006        75,099       72,131      2,968      4.0
CN0807900000000   08     079   Mineral County, CO                                2006           458          436         22      4.8
CN0808100000000   08     081   Moffat County, CO                                 2006         8,455        8,138        317      3.7
CN0808300000000   08     083   Montezuma County, CO                              2006        13,329       12,743        586      4.4
CN0808500000000   08     085   Montrose County, CO                               2006        20,543       19,723        820      4.0
CN0808700000000   08     087   Morgan County, CO                                 2006        14,527       13,965        562      3.9
CN0808900000000   08     089   Otero County, CO                                  2006         9,444        8,873        571      6.0
CN0809100000000   08     091   Ouray County, CO                                  2006         3,047        2,952         95      3.1
CN0809300000000   08     093   Park County, CO                                   2006         9,865        9,477        388      3.9
CN0809500000000   08     095   Phillips County, CO                               2006         2,425        2,343         82      3.4
CN0809700000000   08     097   Pitkin County, CO                                 2006        11,405       11,048        357      3.1
CN0809900000000   08     099   Prowers County, CO                                2006         7,026        6,619        407      5.8
CN0810100000000   08     101   Pueblo County, CO                                 2006        71,318       67,316      4,002      5.6
CN0810300000000   08     103   Rio Blanco County, CO                             2006         4,795        4,666        129      2.7
CN0810500000000   08     105   Rio Grande County, CO                             2006         6,699        6,389        310      4.6
CN0810700000000   08     107   Routt County, CO                                  2006        15,176       14,693        483      3.2
CN0810900000000   08     109   Saguache County, CO                               2006         3,240        3,038        202      6.2
CN0811100000000   08     111   San Juan County, CO                               2006           558          531         27      4.8
CN0811300000000   08     113   San Miguel County, CO                             2006         5,516        5,329        187      3.4
CN0811500000000   08     115   Sedgwick County, CO                               2006         1,648        1,598         50      3.0
CN0811700000000   08     117   Summit County, CO                                 2006        17,059       16,532        527      3.1
CN0811900000000   08     119   Teller County, CO                                 2006        12,963       12,413        550      4.2
CN0812100000000   08     121   Washington County, CO                             2006         2,935        2,834        101      3.4
CN0812300000000   08     123   Weld County, CO                                   2006       116,414      110,981      5,433      4.7
CN0812500000000   08     125   Yuma County, CO                                   2006         6,590        6,418        172      2.6
CN0900100000000   09     001   Fairfield County, CT                              2006       459,332      441,395     17,937      3.9
CN0900300000000   09     003   Hartford County, CT                               2006       445,215      423,694     21,521      4.8
CN0900500000000   09     005   Litchfield County, CT                             2006       103,691       99,465      4,226      4.1
CN0900700000000   09     007   Middlesex County, CT                              2006        91,157       87,760      3,397      3.7
CN0900900000000   09     009   New Haven County, CT                              2006       437,021      415,801     21,220      4.9
CN0901100000000   09     011   New London County, CT                             2006       145,416      139,343      6,073      4.2
CN0901300000000   09     013   Tolland County, CT                                2006        82,583       79,416      3,167      3.8
CN0901500000000   09     015   Windham County, CT                                2006        62,404       59,120      3,284      5.3
CN1000100000000   10     001   Kent County, DE                                   2006        73,919       71,574      2,345      3.2
CN1000300000000   10     003   New Castle County, DE                             2006       274,132      263,916     10,216      3.7
CN1000500000000   10     005   Sussex County, DE                                 2006        92,073       89,127      2,946      3.2
CN1100100000000   11     001   District of Columbia                              2006       322,199      303,791     18,408      5.7
CN1200100000000   12     001   Alachua County, FL                                2006       124,397      121,139      3,258      2.6
CN1200300000000   12     003   Baker County, FL                                  2006        11,415       11,097        318      2.8
CN1200500000000   12     005   Bay County, FL                                    2006        84,754       82,172      2,582      3.0
CN1200700000000   12     007   Bradford County, FL                               2006        12,050       11,714        336      2.8
CN1200900000000   12     009   Brevard County, FL                                2006       262,526      254,140      8,386      3.2
CN1201100000000   12     011   Broward County, FL                                2006       971,824      942,269     29,555      3.0
CN1201300000000   12     013   Calhoun County, FL                                2006         5,323        5,159        164      3.1
CN1201500000000   12     015   Charlotte County, FL                              2006        68,723       66,470      2,253      3.3
CN1201700000000   12     017   Citrus County, FL                                 2006        53,911       51,894      2,017      3.7
CN1201900000000   12     019   Clay County, FL                                   2006        90,570       87,910      2,660      2.9
CN1202100000000   12     021   Collier County, FL                                2006       150,694      146,101      4,593      3.0
CN1202300000000   12     023   Columbia County, FL                               2006        29,459       28,530        929      3.2
CN1202700000000   12     027   DeSoto County, FL                                 2006        14,042       13,542        500      3.6
CN1202900000000   12     029   Dixie County, FL                                  2006         5,631        5,439        192      3.4
CN1203100000000   12     031   Duval County, FL                                  2006       427,093      412,354     14,739      3.5
CN1203300000000   12     033   Escambia County, FL                               2006       136,611      132,389      4,222      3.1
CN1203500000000   12     035   Flagler County, FL                                2006        30,354       29,015      1,339      4.4
CN1203700000000   12     037   Franklin County, FL                               2006         4,995        4,849        146      2.9
CN1203900000000   12     039   Gadsden County, FL                                2006        20,784       20,082        702      3.4
CN1204100000000   12     041   Gilchrist County, FL                              2006         7,640        7,424        216      2.8
