                               Labor Force Data by County, 2007 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0514500000000   05     145   White County, AR                                  2007        31,939       29,841      2,098      6.6
CN0514700000000   05     147   Woodruff County, AR                               2007         3,523        3,216        307      8.7
CN0514900000000   05     149   Yell County, AR                                   2007        10,593       10,139        454      4.3
CN0600100000000   06     001   Alameda County, CA                                2007       746,322      711,201     35,121      4.7
CN0600300000000   06     003   Alpine County, CA                                 2007           494          455         39      7.9
CN0600500000000   06     005   Amador County, CA                                 2007        17,729       16,699      1,030      5.8
CN0600700000000   06     007   Butte County, CA                                  2007       101,382       94,630      6,752      6.7
CN0600900000000   06     009   Calaveras County, CA                              2007        20,755       19,422      1,333      6.4
CN0601100000000   06     011   Colusa County, CA                                 2007        10,231        9,028      1,203     11.8
CN0601300000000   06     013   Contra Costa County, CA                           2007       515,092      490,950     24,142      4.7
CN0601500000000   06     015   Del Norte County, CA                              2007        11,045       10,214        831      7.5
CN0601700000000   06     017   El Dorado County, CA                              2007        90,519       85,835      4,684      5.2
CN0601900000000   06     019   Fresno County, CA                                 2007       419,206      383,353     35,853      8.6
CN0602100000000   06     021   Glenn County, CA                                  2007        11,993       10,937      1,056      8.8
CN0602300000000   06     023   Humboldt County, CA                               2007        59,371       55,857      3,514      5.9
CN0602500000000   06     025   Imperial County, CA                               2007        66,072       54,133     11,939     18.1
CN0602700000000   06     027   Inyo County, CA                                   2007         8,899        8,460        439      4.9
CN0602900000000   06     029   Kern County, CA                                   2007       345,706      317,427     28,279      8.2
CN0603100000000   06     031   Kings County, CA                                  2007        57,413       52,430      4,983      8.7
CN0603300000000   06     033   Lake County, CA                                   2007        24,078       22,043      2,035      8.5
CN0603500000000   06     035   Lassen County, CA                                 2007        12,455       11,439      1,016      8.2
CN0603700000000   06     037   Los Angeles County, CA                            2007     4,872,503    4,625,623    246,880      5.1
CN0603900000000   06     039   Madera County, CA                                 2007        63,461       58,707      4,754      7.5
CN0604100000000   06     041   Marin County, CA                                  2007       132,102      127,272      4,830      3.7
CN0604300000000   06     043   Mariposa County, CA                               2007         9,075        8,528        547      6.0
CN0604500000000   06     045   Mendocino County, CA                              2007        43,179       40,804      2,375      5.5
CN0604700000000   06     047   Merced County, CA                                 2007        99,994       89,929     10,065     10.1
CN0604900000000   06     049   Modoc County, CA                                  2007         3,901        3,587        314      8.0
CN0605100000000   06     051   Mono County, CA                                   2007         8,145        7,753        392      4.8
CN0605300000000   06     053   Monterey County, CA                               2007       205,759      191,058     14,701      7.1
CN0605500000000   06     055   Napa County, CA                                   2007        73,341       70,390      2,951      4.0
CN0605700000000   06     057   Nevada County, CA                                 2007        50,201       47,790      2,411      4.8
CN0605900000000   06     059   Orange County, CA                                 2007     1,608,593    1,546,003     62,590      3.9
CN0606100000000   06     061   Placer County, CA                                 2007       172,737      164,491      8,246      4.8
CN0606300000000   06     063   Plumas County, CA                                 2007         9,962        9,112        850      8.5
CN0606500000000   06     065   Riverside County, CA                              2007       903,409      848,881     54,528      6.0
CN0606700000000   06     067   Sacramento County, CA                             2007       676,820      640,026     36,794      5.4
CN0606900000000   06     069   San Benito County, CA                             2007        24,041       22,302      1,739      7.2
CN0607100000000   06     071   San Bernardino County, CA                         2007       863,495      815,080     48,415      5.6
CN0607300000000   06     073   San Diego County, CA                              2007     1,517,631    1,448,498     69,133      4.6
CN0607500000000   06     075   San Francisco County/city, CA                     2007       433,216      414,814     18,402      4.2
CN0607700000000   06     077   San Joaquin County, CA                            2007       289,072      265,671     23,401      8.1
CN0607900000000   06     079   San Luis Obispo County, CA                        2007       134,227      128,467      5,760      4.3
CN0608100000000   06     081   San Mateo County, CA                              2007       370,058      355,943     14,115      3.8
CN0608300000000   06     083   Santa Barbara County, CA                          2007       213,790      204,465      9,325      4.4
CN0608500000000   06     085   Santa Clara County, CA                            2007       844,707      805,071     39,636      4.7
CN0608700000000   06     087   Santa Cruz County, CA                             2007       144,928      136,359      8,569      5.9
CN0608900000000   06     089   Shasta County, CA                                 2007        82,665       76,464      6,201      7.5
CN0609100000000   06     091   Sierra County, CA                                 2007         1,612        1,484        128      7.9
CN0609300000000   06     093   Siskiyou County, CA                               2007        18,815       17,218      1,597      8.5
CN0609500000000   06     095   Solano County, CA                                 2007       208,510      197,507     11,003      5.3
CN0609700000000   06     097   Sonoma County, CA                                 2007       257,702      246,508     11,194      4.3
CN0609900000000   06     099   Stanislaus County, CA                             2007       227,233      207,509     19,724      8.7
CN0610100000000   06     101   Sutter County, CA                                 2007        41,049       37,077      3,972      9.7
CN0610300000000   06     103   Tehama County, CA                                 2007        24,898       23,096      1,802      7.2
CN0610500000000   06     105   Trinity County, CA                                2007         5,032        4,506        526     10.5
CN0610700000000   06     107   Tulare County, CA                                 2007       191,855      174,111     17,744      9.2
CN0610900000000   06     109   Tuolumne County, CA                               2007        25,813       24,211      1,602      6.2
CN0611100000000   06     111   Ventura County, CA                                2007       423,698      402,995     20,703      4.9
CN0611300000000   06     113   Yolo County, CA                                   2007        97,663       92,065      5,598      5.7
CN0611500000000   06     115   Yuba County, CA                                   2007        27,386       24,849      2,537      9.3
CN0800100000000   08     001   Adams County, CO                                  2007       221,248      211,796      9,452      4.3
CN0800300000000   08     003   Alamosa County, CO                                2007         8,417        8,079        338      4.0
CN0800500000000   08     005   Arapahoe County, CO                               2007       307,248      295,577     11,671      3.8
CN0800700000000   08     007   Archuleta County, CO                              2007         6,655        6,399        256      3.8
CN0800900000000   08     009   Baca County, CO                                   2007         2,416        2,355         61      2.5
CN0801100000000   08     011   Bent County, CO                                   2007         2,442        2,323        119      4.9
CN0801300000000   08     013   Boulder County, CO                                2007       174,964      169,144      5,820      3.3
CN0801400000000   08     014   Broomfield County/city, CO                        2007        30,213       29,133      1,080      3.6
CN0801500000000   08     015   Chaffee County, CO                                2007         8,272        7,973        299      3.6
CN0801700000000   08     017   Cheyenne County, CO                               2007         1,376        1,341         35      2.5
CN0801900000000   08     019   Clear Creek County, CO                            2007         5,691        5,480        211      3.7
CN0802100000000   08     021   Conejos County, CO                                2007         3,669        3,463        206      5.6
CN0802300000000   08     023   Costilla County, CO                               2007         1,313        1,219         94      7.2
CN0802500000000   08     025   Crowley County, CO                                2007         1,938        1,815        123      6.3
CN0802700000000   08     027   Custer County, CO                                 2007         2,009        1,929         80      4.0
CN0802900000000   08     029   Delta County, CO                                  2007        16,537       15,984        553      3.3
CN0803100000000   08     031   Denver County/city, CO                            2007       317,206      303,889     13,317      4.2
CN0803300000000   08     033   Dolores County, CO                                2007         1,038          986         52      5.0
CN0803500000000   08     035   Douglas County, CO                                2007       156,125      151,190      4,935      3.2
CN0803700000000   08     037   Eagle County, CO                                  2007        31,161       30,267        894      2.9
CN0803900000000   08     039   Elbert County, CO                                 2007        12,896       12,415        481      3.7
CN0804100000000   08     041   El Paso County, CO                                2007       299,794      286,878     12,916      4.3
CN0804300000000   08     043   Fremont County, CO                                2007        19,800       18,853        947      4.8
CN0804500000000   08     045   Garfield County, CO                               2007        35,206       34,330        876      2.5
CN0804700000000   08     047   Gilpin County, CO                                 2007         3,439        3,318        121      3.5
CN0804900000000   08     049   Grand County, CO                                  2007         9,227        8,984        243      2.6
CN0805100000000   08     051   Gunnison County, CO                               2007         9,592        9,319        273      2.8
CN0805300000000   08     053   Hinsdale County, CO                               2007           613          595         18      2.9
CN0805500000000   08     055   Huerfano County, CO                               2007         3,380        3,217        163      4.8
CN0805700000000   08     057   Jackson County, CO                                2007         1,111        1,083         28      2.5
CN0805900000000   08     059   Jefferson County, CO                              2007       305,672      294,359     11,313      3.7
CN0806100000000   08     061   Kiowa County, CO                                  2007           918          893         25      2.7
CN0806300000000   08     063   Kit Carson County, CO                             2007         4,509        4,386        123      2.7
CN0806500000000   08     065   Lake County, CO                                   2007         4,058        3,911        147      3.6
CN0806700000000   08     067   La Plata County, CO                               2007        31,239       30,356        883      2.8
CN0806900000000   08     069   Larimer County, CO                                2007       173,326      167,401      5,925      3.4
CN0807100000000   08     071   Las Animas County, CO                             2007         8,760        8,440        320      3.7
CN0807300000000   08     073   Lincoln County, CO                                2007         3,037        2,943         94      3.1
CN0807500000000   08     075   Logan County, CO                                  2007        11,407       11,053        354      3.1
CN0807700000000   08     077   Mesa County, CO                                   2007        78,460       75,945      2,515      3.2
CN0807900000000   08     079   Mineral County, CO                                2007           475          454         21      4.4
CN0808100000000   08     081   Moffat County, CO                                 2007         8,584        8,318        266      3.1
CN0808300000000   08     083   Montezuma County, CO                              2007        13,273       12,754        519      3.9
CN0808500000000   08     085   Montrose County, CO                               2007        20,902       20,145        757      3.6
CN0808700000000   08     087   Morgan County, CO                                 2007        14,329       13,844        485      3.4
CN0808900000000   08     089   Otero County, CO                                  2007         8,881        8,433        448      5.0
CN0809100000000   08     091   Ouray County, CO                                  2007         3,074        2,983         91      3.0
CN0809300000000   08     093   Park County, CO                                   2007         9,675        9,322        353      3.6
CN0809500000000   08     095   Phillips County, CO                               2007         2,438        2,371         67      2.7
CN0809700000000   08     097   Pitkin County, CO                                 2007        11,356       11,046        310      2.7
CN0809900000000   08     099   Prowers County, CO                                2007         6,842        6,603        239      3.5
CN0810100000000   08     101   Pueblo County, CO                                 2007        72,368       68,917      3,451      4.8
CN0810300000000   08     103   Rio Blanco County, CO                             2007         5,383        5,271        112      2.1
CN0810500000000   08     105   Rio Grande County, CO                             2007         6,593        6,328        265      4.0
CN0810700000000   08     107   Routt County, CO                                  2007        15,810       15,394        416      2.6
CN0810900000000   08     109   Saguache County, CO                               2007         3,183        3,014        169      5.3
CN0811100000000   08     111   San Juan County, CO                               2007           568          544         24      4.2
CN0811300000000   08     113   San Miguel County, CO                             2007         5,695        5,516        179      3.1
CN0811500000000   08     115   Sedgwick County, CO                               2007         1,840        1,799         41      2.2
CN0811700000000   08     117   Summit County, CO                                 2007        17,258       16,782        476      2.8
CN0811900000000   08     119   Teller County, CO                                 2007        12,510       12,020        490      3.9
CN0812100000000   08     121   Washington County, CO                             2007         2,902        2,823         79      2.7
CN0812300000000   08     123   Weld County, CO                                   2007       117,942      113,067      4,875      4.1
CN0812500000000   08     125   Yuma County, CO                                   2007         6,784        6,637        147      2.2
CN0900100000000   09     001   Fairfield County, CT                              2007       463,813      445,083     18,730      4.0
CN0900300000000   09     003   Hartford County, CT                               2007       450,237      427,762     22,475      5.0
CN0900500000000   09     005   Litchfield County, CT                             2007       103,936       99,438      4,498      4.3
CN0900700000000   09     007   Middlesex County, CT                              2007        92,470       88,778      3,692      4.0
CN0900900000000   09     009   New Haven County, CT                              2007       441,764      419,321     22,443      5.1
CN0901100000000   09     011   New London County, CT                             2007       146,710      140,421      6,289      4.3
CN0901300000000   09     013   Tolland County, CT                                2007        83,478       80,183      3,295      3.9
CN0901500000000   09     015   Windham County, CT                                2007        63,280       59,886      3,394      5.4
CN1000100000000   10     001   Kent County, DE                                   2007        74,914       72,340      2,574      3.4
CN1000300000000   10     003   New Castle County, DE                             2007       275,410      265,575      9,835      3.6
CN1000500000000   10     005   Sussex County, DE                                 2007        92,517       89,350      3,167      3.4
CN1100100000000   11     001   District of Columbia                              2007       325,714      307,920     17,794      5.5
CN1200100000000   12     001   Alachua County, FL                                2007       129,563      125,820      3,743      2.9
CN1200300000000   12     003   Baker County, FL                                  2007        11,959       11,542        417      3.5
CN1200500000000   12     005   Bay County, FL                                    2007        87,097       84,011      3,086      3.5
CN1200700000000   12     007   Bradford County, FL                               2007        12,391       11,985        406      3.3
CN1200900000000   12     009   Brevard County, FL                                2007       266,745      255,558     11,187      4.2
CN1201100000000   12     011   Broward County, FL                                2007     1,004,440      970,022     34,418      3.4
CN1201300000000   12     013   Calhoun County, FL                                2007         5,571        5,375        196      3.5
CN1201500000000   12     015   Charlotte County, FL                              2007        70,103       66,650      3,453      4.9
CN1201700000000   12     017   Citrus County, FL                                 2007        55,823       53,100      2,723      4.9
CN1201900000000   12     019   Clay County, FL                                   2007        94,183       90,995      3,188      3.4
CN1202100000000   12     021   Collier County, FL                                2007       152,468      146,015      6,453      4.2
CN1202300000000   12     023   Columbia County, FL                               2007        31,078       29,994      1,084      3.5
CN1202700000000   12     027   DeSoto County, FL                                 2007        14,375       13,698        677      4.7
CN1202900000000   12     029   Dixie County, FL                                  2007         5,555        5,321        234      4.2
CN1203100000000   12     031   Duval County, FL                                  2007       442,856      425,104     17,752      4.0
CN1203300000000   12     033   Escambia County, FL                               2007       141,347      135,989      5,358      3.8
CN1203500000000   12     035   Flagler County, FL                                2007        31,007       29,053      1,954      6.3
CN1203700000000   12     037   Franklin County, FL                               2007         4,942        4,790        152      3.1
CN1203900000000   12     039   Gadsden County, FL                                2007        20,845       19,967        878      4.2
