                               Labor Force Data by County, 2010 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1714100000000   17     141   Ogle County, IL                                   2010        27,553       23,831      3,722     13.5
CN1714300000000   17     143   Peoria County, IL                                 2010        97,270       86,635     10,635     10.9
CN1714500000000   17     145   Perry County, IL                                  2010         9,458        8,329      1,129     11.9
CN1714700000000   17     147   Piatt County, IL                                  2010         8,692        7,930        762      8.8
CN1714900000000   17     149   Pike County, IL                                   2010         8,708        7,934        774      8.9
CN1715100000000   17     151   Pope County, IL                                   2010         1,931        1,713        218     11.3
CN1715300000000   17     153   Pulaski County, IL                                2010         2,829        2,505        324     11.5
CN1715500000000   17     155   Putnam County, IL                                 2010         3,222        2,829        393     12.2
CN1715700000000   17     157   Randolph County, IL                               2010        15,486       14,077      1,409      9.1
CN1715900000000   17     159   Richland County, IL                               2010         7,357        6,599        758     10.3
CN1716100000000   17     161   Rock Island County, IL                            2010        78,348       70,891      7,457      9.5
CN1716300000000   17     163   St. Clair County, IL                              2010       127,049      113,281     13,768     10.8
CN1716500000000   17     165   Saline County, IL                                 2010        12,870       11,586      1,284     10.0
CN1716700000000   17     167   Sangamon County, IL                               2010       109,772      100,859      8,913      8.1
CN1716900000000   17     169   Schuyler County, IL                               2010         4,257        3,922        335      7.9
CN1717100000000   17     171   Scott County, IL                                  2010         2,758        2,488        270      9.8
CN1717300000000   17     173   Shelby County, IL                                 2010        11,159       10,001      1,158     10.4
CN1717500000000   17     175   Stark County, IL                                  2010         2,829        2,515        314     11.1
CN1717700000000   17     177   Stephenson County, IL                             2010        24,721       21,817      2,904     11.7
CN1717900000000   17     179   Tazewell County, IL                               2010        73,920       66,406      7,514     10.2
CN1718100000000   17     181   Union County, IL                                  2010         8,319        7,311      1,008     12.1
CN1718300000000   17     183   Vermilion County, IL                              2010        37,196       32,605      4,591     12.3
CN1718500000000   17     185   Wabash County, IL                                 2010         6,074        5,463        611     10.1
CN1718700000000   17     187   Warren County, IL                                 2010         9,320        8,532        788      8.5
CN1718900000000   17     189   Washington County, IL                             2010         8,295        7,639        656      7.9
CN1719100000000   17     191   Wayne County, IL                                  2010         8,167        7,369        798      9.8
CN1719300000000   17     193   White County, IL                                  2010         7,831        7,147        684      8.7
CN1719500000000   17     195   Whiteside County, IL                              2010        29,928       26,661      3,267     10.9
CN1719700000000   17     197   Will County, IL                                   2010       367,315      328,134     39,181     10.7
CN1719900000000   17     199   Williamson County, IL                             2010        35,509       32,134      3,375      9.5
CN1720100000000   17     201   Winnebago County, IL                              2010       144,675      122,553     22,122     15.3
CN1720300000000   17     203   Woodford County, IL                               2010        20,995       19,264      1,731      8.2
CN1800100000000   18     001   Adams County, IN                                  2010        15,034       13,437      1,597     10.6
CN1800300000000   18     003   Allen County, IN                                  2010       176,620      158,167     18,453     10.4
CN1800500000000   18     005   Bartholomew County, IN                            2010        37,974       34,438      3,536      9.3
CN1800700000000   18     007   Benton County, IN                                 2010         4,229        3,795        434     10.3
CN1800900000000   18     009   Blackford County, IN                              2010         6,295        5,483        812     12.9
CN1801100000000   18     011   Boone County, IN                                  2010        27,912       25,745      2,167      7.8
CN1801300000000   18     013   Brown County, IN                                  2010         7,630        6,896        734      9.6
CN1801500000000   18     015   Carroll County, IN                                2010         9,671        8,746        925      9.6
CN1801700000000   18     017   Cass County, IN                                   2010        18,353       16,370      1,983     10.8
CN1801900000000   18     019   Clark County, IN                                  2010        55,320       50,128      5,192      9.4
CN1802100000000   18     021   Clay County, IN                                   2010        12,726       11,373      1,353     10.6
CN1802300000000   18     023   Clinton County, IN                                2010        16,672       15,007      1,665     10.0
CN1802500000000   18     025   Crawford County, IN                               2010         5,213        4,598        615     11.8
CN1802700000000   18     027   Daviess County, IN                                2010        14,909       13,984        925      6.2
CN1802900000000   18     029   Dearborn County, IN                               2010        25,936       23,215      2,721     10.5
CN1803100000000   18     031   Decatur County, IN                                2010        12,315       10,864      1,451     11.8
CN1803300000000   18     033   DeKalb County, IN                                 2010        20,006       17,635      2,371     11.9
CN1803500000000   18     035   Delaware County, IN                               2010        54,142       48,034      6,108     11.3
CN1803700000000   18     037   Dubois County, IN                                 2010        21,785       20,142      1,643      7.5
CN1803900000000   18     039   Elkhart County, IN                                2010        90,184       77,998     12,186     13.5
CN1804100000000   18     041   Fayette County, IN                                2010         9,478        8,099      1,379     14.5
CN1804300000000   18     043   Floyd County, IN                                  2010        36,885       33,621      3,264      8.8
CN1804500000000   18     045   Fountain County, IN                               2010         8,544        7,564        980     11.5
CN1804700000000   18     047   Franklin County, IN                               2010        11,544       10,306      1,238     10.7
CN1804900000000   18     049   Fulton County, IN                                 2010        10,145        9,010      1,135     11.2
CN1805100000000   18     051   Gibson County, IN                                 2010        16,716       15,412      1,304      7.8
CN1805300000000   18     053   Grant County, IN                                  2010        32,805       29,041      3,764     11.5
CN1805500000000   18     055   Greene County, IN                                 2010        15,509       14,079      1,430      9.2
CN1805700000000   18     057   Hamilton County, IN                               2010       140,445      130,673      9,772      7.0
CN1805900000000   18     059   Hancock County, IN                                2010        36,439       33,172      3,267      9.0
CN1806100000000   18     061   Harrison County, IN                               2010        19,739       17,951      1,788      9.1
CN1806300000000   18     063   Hendricks County, IN                              2010        74,926       69,018      5,908      7.9
CN1806500000000   18     065   Henry County, IN                                  2010        22,123       19,214      2,909     13.1
CN1806700000000   18     067   Howard County, IN                                 2010        35,098       30,750      4,348     12.4
CN1806900000000   18     069   Huntington County, IN                             2010        19,705       17,516      2,189     11.1
CN1807100000000   18     071   Jackson County, IN                                2010        21,267       19,188      2,079      9.8
CN1807300000000   18     073   Jasper County, IN                                 2010        15,543       13,972      1,571     10.1
CN1807500000000   18     075   Jay County, IN                                    2010        11,332       10,238      1,094      9.7
CN1807700000000   18     077   Jefferson County, IN                              2010        16,274       14,553      1,721     10.6
CN1807900000000   18     079   Jennings County, IN                               2010        13,596       11,932      1,664     12.2
CN1808100000000   18     081   Johnson County, IN                                2010        72,252       66,152      6,100      8.4
CN1808300000000   18     083   Knox County, IN                                   2010        20,282       18,811      1,471      7.3
CN1808500000000   18     085   Kosciusko County, IN                              2010        41,350       37,173      4,177     10.1
CN1808700000000   18     087   LaGrange County, IN                               2010        15,615       13,692      1,923     12.3
CN1808900000000   18     089   Lake County, IN                                   2010       221,290      197,030     24,260     11.0
CN1809100000000   18     091   LaPorte County, IN                                2010        51,169       45,099      6,070     11.9
CN1809300000000   18     093   Lawrence County, IN                               2010        21,599       19,059      2,540     11.8
CN1809500000000   18     095   Madison County, IN                                2010        61,569       54,577      6,992     11.4
CN1809700000000   18     097   Marion County, IN                                 2010       458,058      412,497     45,561      9.9
CN1809900000000   18     099   Marshall County, IN                               2010        22,368       19,806      2,562     11.5
CN1810100000000   18     101   Martin County, IN                                 2010         5,511        5,126        385      7.0
CN1810300000000   18     103   Miami County, IN                                  2010        15,574       13,594      1,980     12.7
CN1810500000000   18     105   Monroe County, IN                                 2010        70,783       65,609      5,174      7.3
CN1810700000000   18     107   Montgomery County, IN                             2010        18,640       16,780      1,860     10.0
CN1810900000000   18     109   Morgan County, IN                                 2010        35,187       31,700      3,487      9.9
CN1811100000000   18     111   Newton County, IN                                 2010         6,845        6,118        727     10.6
CN1811300000000   18     113   Noble County, IN                                  2010        22,163       19,235      2,928     13.2
CN1811500000000   18     115   Ohio County, IN                                   2010         3,177        2,845        332     10.5
CN1811700000000   18     117   Orange County, IN                                 2010        10,309        9,187      1,122     10.9
CN1811900000000   18     119   Owen County, IN                                   2010        10,628        9,484      1,144     10.8
CN1812100000000   18     121   Parke County, IN                                  2010         7,827        7,025        802     10.2
CN1812300000000   18     123   Perry County, IN                                  2010         9,698        8,759        939      9.7
CN1812500000000   18     125   Pike County, IN                                   2010         5,937        5,409        528      8.9
CN1812700000000   18     127   Porter County, IN                                 2010        81,743       74,545      7,198      8.8
CN1812900000000   18     129   Posey County, IN                                  2010        12,896       11,894      1,002      7.8
CN1813100000000   18     131   Pulaski County, IN                                2010         6,793        6,177        616      9.1
CN1813300000000   18     133   Putnam County, IN                                 2010        17,391       15,501      1,890     10.9
CN1813500000000   18     135   Randolph County, IN                               2010        12,936       11,455      1,481     11.4
CN1813700000000   18     137   Ripley County, IN                                 2010        14,462       12,884      1,578     10.9
CN1813900000000   18     139   Rush County, IN                                   2010         8,990        8,057        933     10.4
CN1814100000000   18     141   St. Joseph County, IN                             2010       127,026      112,541     14,485     11.4
CN1814300000000   18     143   Scott County, IN                                  2010        10,871        9,523      1,348     12.4
CN1814500000000   18     145   Shelby County, IN                                 2010        23,026       20,736      2,290      9.9
CN1814700000000   18     147   Spencer County, IN                                2010        10,430        9,498        932      8.9
CN1814900000000   18     149   Starke County, IN                                 2010        10,693        9,352      1,341     12.5
CN1815100000000   18     151   Steuben County, IN                                2010        16,309       14,329      1,980     12.1
CN1815300000000   18     153   Sullivan County, IN                               2010         8,797        7,868        929     10.6
CN1815500000000   18     155   Switzerland County, IN                            2010         5,628        5,172        456      8.1
CN1815700000000   18     157   Tippecanoe County, IN                             2010        82,862       75,412      7,450      9.0
CN1815900000000   18     159   Tipton County, IN                                 2010         7,195        6,387        808     11.2
CN1816100000000   18     161   Union County, IN                                  2010         3,555        3,184        371     10.4
CN1816300000000   18     163   Vanderburgh County, IN                            2010        91,983       84,013      7,970      8.7
CN1816500000000   18     165   Vermillion County, IN                             2010         7,838        6,832      1,006     12.8
CN1816700000000   18     167   Vigo County, IN                                   2010        50,986       45,331      5,655     11.1
CN1816900000000   18     169   Wabash County, IN                                 2010        16,240       14,466      1,774     10.9
CN1817100000000   18     171   Warren County, IN                                 2010         4,769        4,340        429      9.0
CN1817300000000   18     173   Warrick County, IN                                2010        31,269       28,865      2,404      7.7
CN1817500000000   18     175   Washington County, IN                             2010        13,585       12,170      1,415     10.4
CN1817700000000   18     177   Wayne County, IN                                  2010        31,055       27,155      3,900     12.6
CN1817900000000   18     179   Wells County, IN                                  2010        13,887       12,579      1,308      9.4
CN1818100000000   18     181   White County, IN                                  2010        12,576       11,260      1,316     10.5
CN1818300000000   18     183   Whitley County, IN                                2010        17,419       15,614      1,805     10.4
CN1900100000000   19     001   Adair County, IA                                  2010         4,253        4,018        235      5.5
CN1900300000000   19     003   Adams County, IA                                  2010         2,081        1,968        113      5.4
CN1900500000000   19     005   Allamakee County, IA                              2010         7,745        7,097        648      8.4
CN1900700000000   19     007   Appanoose County, IA                              2010         6,096        5,629        467      7.7
CN1900900000000   19     009   Audubon County, IA                                2010         3,257        3,057        200      6.1
CN1901100000000   19     011   Benton County, IA                                 2010        14,280       13,327        953      6.7
CN1901300000000   19     013   Black Hawk County, IA                             2010        74,427       69,828      4,599      6.2
CN1901500000000   19     015   Boone County, IA                                  2010        15,411       14,519        892      5.8
CN1901700000000   19     017   Bremer County, IA                                 2010        14,010       13,296        714      5.1
CN1901900000000   19     019   Buchanan County, IA                               2010        11,028       10,314        714      6.5
CN1902100000000   19     021   Buena Vista County, IA                            2010        10,846       10,281        565      5.2
CN1902300000000   19     023   Butler County, IA                                 2010         8,506        7,992        514      6.0
CN1902500000000   19     025   Calhoun County, IA                                2010         5,157        4,877        280      5.4
CN1902700000000   19     027   Carroll County, IA                                2010        12,278       11,752        526      4.3
CN1902900000000   19     029   Cass County, IA                                   2010         7,554        7,062        492      6.5
CN1903100000000   19     031   Cedar County, IA                                  2010        11,365       10,745        620      5.5
CN1903300000000   19     033   Cerro Gordo County, IA                            2010        25,114       23,339      1,775      7.1
CN1903500000000   19     035   Cherokee County, IA                               2010         6,781        6,448        333      4.9
CN1903700000000   19     037   Chickasaw County, IA                              2010         6,722        6,220        502      7.5
CN1903900000000   19     039   Clarke County, IA                                 2010         4,829        4,447        382      7.9
CN1904100000000   19     041   Clay County, IA                                   2010         9,578        9,009        569      5.9
CN1904300000000   19     043   Clayton County, IA                                2010         9,954        9,174        780      7.8
CN1904500000000   19     045   Clinton County, IA                                2010        27,791       25,847      1,944      7.0
CN1904700000000   19     047   Crawford County, IA                               2010         9,486        9,051        435      4.6
CN1904900000000   19     049   Dallas County, IA                                 2010        36,579       34,741      1,838      5.0
CN1905100000000   19     051   Davis County, IA                                  2010         3,985        3,664        321      8.1
CN1905300000000   19     053   Decatur County, IA                                2010         4,274        3,990        284      6.6
CN1905500000000   19     055   Delaware County, IA                               2010        10,722       10,068        654      6.1
CN1905700000000   19     057   Des Moines County, IA                             2010        20,741       19,141      1,600      7.7
CN1905900000000   19     059   Dickinson County, IA                              2010         9,335        8,678        657      7.0
CN1906100000000   19     061   Dubuque County, IA                                2010        53,635       50,323      3,312      6.2
CN1906300000000   19     063   Emmet County, IA                                  2010         5,785        5,355        430      7.4
CN1906500000000   19     065   Fayette County, IA                                2010        10,940       10,110        830      7.6
CN1906700000000   19     067   Floyd County, IA                                  2010         8,422        7,792        630      7.5
CN1906900000000   19     069   Franklin County, IA                               2010         5,924        5,531        393      6.6
CN1907100000000   19     071   Fremont County, IA                                2010         3,802        3,557        245      6.4
CN1907300000000   19     073   Greene County, IA                                 2010         4,984        4,670        314      6.3
CN1907500000000   19     075   Grundy County, IA                                 2010         6,970        6,553        417      6.0
CN1907700000000   19     077   Guthrie County, IA                                2010         5,708        5,314        394      6.9
CN1907900000000   19     079   Hamilton County, IA                               2010         7,773        7,152        621      8.0
CN1908100000000   19     081   Hancock County, IA                                2010         5,655        5,239        416      7.4
CN1908300000000   19     083   Hardin County, IA                                 2010         9,093        8,467        626      6.9
CN1908500000000   19     085   Harrison County, IA                               2010         7,343        6,949        394      5.4
CN1908700000000   19     087   Henry County, IA                                  2010         9,535        8,664        871      9.1
CN1908900000000   19     089   Howard County, IA                                 2010         4,956        4,609        347      7.0
CN1909100000000   19     091   Humboldt County, IA                               2010         5,075        4,795        280      5.5
CN1909300000000   19     093   Ida County, IA                                    2010         3,881        3,677        204      5.3
CN1909500000000   19     095   Iowa County, IA                                   2010         8,407        7,857        550      6.5
CN1909700000000   19     097   Jackson County, IA                                2010        11,055       10,228        827      7.5
CN1909900000000   19     099   Jasper County, IA                                 2010        17,343       15,868      1,475      8.5
CN1910100000000   19     101   Jefferson County, IA                              2010         7,950        7,285        665      8.4
CN1910300000000   19     103   Johnson County, IA                                2010        80,334       76,793      3,541      4.4
CN1910500000000   19     105   Jones County, IA                                  2010        10,733       10,027        706      6.6
CN1910700000000   19     107   Keokuk County, IA                                 2010         5,537        5,159        378      6.8
CN1910900000000   19     109   Kossuth County, IA                                2010         8,917        8,475        442      5.0
CN1911100000000   19     111   Lee County, IA                                    2010        17,233       15,526      1,707      9.9
CN1911300000000   19     113   Linn County, IA                                   2010       123,130      115,551      7,579      6.2
CN1911500000000   19     115   Louisa County, IA                                 2010         5,924        5,501        423      7.1
CN1911700000000   19     117   Lucas County, IA                                  2010         4,616        4,346        270      5.8
CN1911900000000   19     119   Lyon County, IA                                   2010         6,963        6,707        256      3.7
CN1912100000000   19     121   Madison County, IA                                2010         8,272        7,684        588      7.1
CN1912300000000   19     123   Mahaska County, IA                                2010        11,651       10,815        836      7.2
CN1912500000000   19     125   Marion County, IA                                 2010        17,168       16,075      1,093      6.4
CN1912700000000   19     127   Marshall County, IA                               2010        20,268       18,818      1,450      7.2
CN1912900000000   19     129   Mills County, IA                                  2010         7,787        7,433        354      4.5
CN1913100000000   19     131   Mitchell County, IA                               2010         5,580        5,270        310      5.6
CN1913300000000   19     133   Monona County, IA                                 2010         4,553        4,183        370      8.1
CN1913500000000   19     135   Monroe County, IA                                 2010         4,289        3,987        302      7.0
CN1913700000000   19     137   Montgomery County, IA                             2010         5,084        4,648        436      8.6
CN1913900000000   19     139   Muscatine County, IA                              2010        23,302       21,484      1,818      7.8
CN1914100000000   19     141   O'Brien County, IA                                2010         7,845        7,447        398      5.1
CN1914300000000   19     143   Osceola County, IA                                2010         3,253        3,065        188      5.8
CN1914500000000   19     145   Page County, IA                                   2010         7,573        7,055        518      6.8
CN1914700000000   19     147   Palo Alto County, IA                              2010         5,135        4,829        306      6.0
CN1914900000000   19     149   Plymouth County, IA                               2010        14,438       13,757        681      4.7
CN1915100000000   19     151   Pocahontas County, IA                             2010         4,017        3,802        215      5.4
CN1915300000000   19     153   Polk County, IA                                   2010       239,913      224,678     15,235      6.4
CN1915500000000   19     155   Pottawattamie County, IA                          2010        48,801       46,191      2,610      5.3
CN1915700000000   19     157   Poweshiek County, IA                              2010        10,255        9,625        630      6.1
CN1915900000000   19     159   Ringgold County, IA                               2010         2,459        2,330        129      5.2
CN1916100000000   19     161   Sac County, IA                                    2010         5,789        5,510        279      4.8
CN1916300000000   19     163   Scott County, IA                                  2010        89,146       82,828      6,318      7.1
CN1916500000000   19     165   Shelby County, IA                                 2010         7,562        7,246        316      4.2
CN1916700000000   19     167   Sioux County, IA                                  2010        19,823       19,027        796      4.0
CN1916900000000   19     169   Story County, IA                                  2010        48,912       46,573      2,339      4.8
CN1917100000000   19     171   Tama County, IA                                   2010         8,850        8,218        632      7.1
CN1917300000000   19     173   Taylor County, IA                                 2010         3,332        3,148        184      5.5
CN1917500000000   19     175   Union County, IA                                  2010         7,052        6,643        409      5.8
CN1917700000000   19     177   Van Buren County, IA                              2010         3,797        3,493        304      8.0
CN1917900000000   19     179   Wapello County, IA                                2010        18,654       17,125      1,529      8.2
CN1918100000000   19     181   Warren County, IA                                 2010        25,932       24,364      1,568      6.0
CN1918300000000   19     183   Washington County, IA                             2010        12,106       11,459        647      5.3
CN1918500000000   19     185   Wayne County, IA                                  2010         3,263        3,078        185      5.7
CN1918700000000   19     187   Webster County, IA                                2010        19,070       17,594      1,476      7.7
CN1918900000000   19     189   Winnebago County, IA                              2010         5,620        5,215        405      7.2
CN1919100000000   19     191   Winneshiek County, IA                             2010        12,209       11,503        706      5.8
CN1919300000000   19     193   Woodbury County, IA                               2010        55,766       51,984      3,782      6.8
CN1919500000000   19     195   Worth County, IA                                  2010         4,379        4,066        313      7.1
CN1919700000000   19     197   Wright County, IA                                 2010         6,916        6,402        514      7.4
CN2000100000000   20     001   Allen County, KS                                  2010         7,570        6,992        578      7.6
CN2000300000000   20     003   Anderson County, KS                               2010         4,474        4,121        353      7.9
CN2000500000000   20     005   Atchison County, KS                               2010         8,537        7,757        780      9.1
CN2000700000000   20     007   Barber County, KS                                 2010         2,786        2,663        123      4.4
CN2000900000000   20     009   Barton County, KS                                 2010        15,954       15,057        897      5.6
CN2001100000000   20     011   Bourbon County, KS                                2010         8,604        7,949        655      7.6
CN2001300000000   20     013   Brown County, KS                                  2010         5,599        5,254        345      6.2
CN2001500000000   20     015   Butler County, KS                                 2010        32,177       29,457      2,720      8.5
CN2001700000000   20     017   Chase County, KS                                  2010         1,510        1,427         83      5.5
CN2001900000000   20     019   Chautauqua County, KS                             2010         1,873        1,714        159      8.5
CN2002100000000   20     021   Cherokee County, KS                               2010        11,394       10,402        992      8.7
CN2002300000000   20     023   Cheyenne County, KS                               2010         1,532        1,475         57      3.7
CN2002500000000   20     025   Clark County, KS                                  2010         1,241        1,187         54      4.4
CN2002700000000   20     027   Clay County, KS                                   2010         5,326        5,075        251      4.7
CN2002900000000   20     029   Cloud County, KS                                  2010         5,792        5,529        263      4.5
CN2003100000000   20     031   Coffey County, KS                                 2010         5,564        5,193        371      6.7
CN2003300000000   20     033   Comanche County, KS                               2010         1,076        1,030         46      4.3
CN2003500000000   20     035   Cowley County, KS                                 2010        18,320       16,940      1,380      7.5
CN2003700000000   20     037   Crawford County, KS                               2010        20,293       18,593      1,700      8.4
CN2003900000000   20     039   Decatur County, KS                                2010         1,685        1,611         74      4.4
CN2004100000000   20     041   Dickinson County, KS                              2010        10,986       10,311        675      6.1
CN2004300000000   20     043   Doniphan County, KS                               2010         4,749        4,327        422      8.9
CN2004500000000   20     045   Douglas County, KS                                2010        62,736       58,921      3,815      6.1
CN2004700000000   20     047   Edwards County, KS                                2010         1,795        1,706         89      5.0
CN2004900000000   20     049   Elk County, KS                                    2010         1,558        1,439        119      7.6
CN2005100000000   20     051   Ellis County, KS                                  2010        18,714       18,017        697      3.7
CN2005300000000   20     053   Ellsworth County, KS                              2010         3,889        3,715        174      4.5
CN2005500000000   20     055   Finney County, KS                                 2010        19,934       19,020        914      4.6
CN2005700000000   20     057   Ford County, KS                                   2010        19,124       18,372        752      3.9
CN2005900000000   20     059   Franklin County, KS                               2010        13,370       12,178      1,192      8.9
CN2006100000000   20     061   Geary County, KS                                  2010        15,176       13,982      1,194      7.9
CN2006300000000   20     063   Gove County, KS                                   2010         1,638        1,587         51      3.1
CN2006500000000   20     065   Graham County, KS                                 2010         1,487        1,421         66      4.4
CN2006700000000   20     067   Grant County, KS                                  2010         4,154        3,977        177      4.3
CN2006900000000   20     069   Gray County, KS                                   2010         3,523        3,412        111      3.2
CN2007100000000   20     071   Greeley County, KS                                2010           753          725         28      3.7
CN2007300000000   20     073   Greenwood County, KS                              2010         3,446        3,185        261      7.6
CN2007500000000   20     075   Hamilton County, KS                               2010         1,286        1,231         55      4.3
CN2007700000000   20     077   Harper County, KS                                 2010         3,481        3,294        187      5.4
CN2007900000000   20     079   Harvey County, KS                                 2010        17,573       16,252      1,321      7.5
CN2008100000000   20     081   Haskell County, KS                                2010         2,337        2,249         88      3.8
CN2008300000000   20     083   Hodgeman County, KS                               2010           988          948         40      4.0
CN2008500000000   20     085   Jackson County, KS                                2010         6,910        6,450        460      6.7
CN2008700000000   20     087   Jefferson County, KS                              2010        10,076        9,264        812      8.1
CN2008900000000   20     089   Jewell County, KS                                 2010         1,892        1,807         85      4.5
CN2009100000000   20     091   Johnson County, KS                                2010       299,600      280,443     19,157      6.4
CN2009300000000   20     093   Kearny County, KS                                 2010         2,215        2,119         96      4.3
CN2009500000000   20     095   Kingman County, KS                                2010         4,540        4,275        265      5.8
CN2009700000000   20     097   Kiowa County, KS                                  2010         1,582        1,509         73      4.6
CN2009900000000   20     099   Labette County, KS                                2010        11,163       10,081      1,082      9.7
CN2010100000000   20     101   Lane County, KS                                   2010         1,145        1,105         40      3.5
CN2010300000000   20     103   Leavenworth County, KS                            2010        33,179       30,454      2,725      8.2
CN2010500000000   20     105   Lincoln County, KS                                2010         1,957        1,846        111      5.7
CN2010700000000   20     107   Linn County, KS                                   2010         4,631        4,158        473     10.2
CN2010900000000   20     109   Logan County, KS                                  2010         1,728        1,666         62      3.6
CN2011100000000   20     111   Lyon County, KS                                   2010        18,321       17,143      1,178      6.4
CN2011300000000   20     113   McPherson County, KS                              2010        16,694       15,842        852      5.1
CN2011500000000   20     115   Marion County, KS                                 2010         6,801        6,402        399      5.9
CN2011700000000   20     117   Marshall County, KS                               2010         6,091        5,789        302      5.0
CN2011900000000   20     119   Meade County, KS                                  2010         2,565        2,458        107      4.2
CN2012100000000   20     121   Miami County, KS                                  2010        16,936       15,667      1,269      7.5
CN2012300000000   20     123   Mitchell County, KS                               2010         3,633        3,446        187      5.1
CN2012500000000   20     125   Montgomery County, KS                             2010        18,378       16,432      1,946     10.6
CN2012700000000   20     127   Morris County, KS                                 2010         3,047        2,823        224      7.4
CN2012900000000   20     129   Morton County, KS                                 2010         1,728        1,650         78      4.5
CN2013100000000   20     131   Nemaha County, KS                                 2010         5,975        5,727        248      4.2
CN2013300000000   20     133   Neosho County, KS                                 2010         8,659        7,903        756      8.7
CN2013500000000   20     135   Ness County, KS                                   2010         1,815        1,751         64      3.5
CN2013700000000   20     137   Norton County, KS                                 2010         2,838        2,708        130      4.6
CN2013900000000   20     139   Osage County, KS                                  2010         8,532        7,819        713      8.4
CN2014100000000   20     141   Osborne County, KS                                2010         2,300        2,191        109      4.7
CN2014300000000   20     143   Ottawa County, KS                                 2010         3,286        3,096        190      5.8
CN2014500000000   20     145   Pawnee County, KS                                 2010         3,876        3,695        181      4.7
CN2014700000000   20     147   Phillips County, KS                               2010         3,117        2,964        153      4.9
CN2014900000000   20     149   Pottawatomie County, KS                           2010        11,787       11,178        609      5.2
CN2015100000000   20     151   Pratt County, KS                                  2010         5,918        5,620        298      5.0
CN2015300000000   20     153   Rawlins County, KS                                2010         1,332        1,278         54      4.1
CN2015500000000   20     155   Reno County, KS                                   2010        34,729       32,585      2,144      6.2
CN2015700000000   20     157   Republic County, KS                               2010         2,883        2,765        118      4.1
CN2015900000000   20     159   Rice County, KS                                   2010         5,870        5,584        286      4.9
CN2016100000000   20     161   Riley County, KS                                  2010        37,253       35,344      1,909      5.1
CN2016300000000   20     163   Rooks County, KS                                  2010         2,690        2,517        173      6.4
CN2016500000000   20     165   Rush County, KS                                   2010         1,754        1,657         97      5.5
CN2016700000000   20     167   Russell County, KS                                2010         3,599        3,408        191      5.3
CN2016900000000   20     169   Saline County, KS                                 2010        30,890       28,970      1,920      6.2
CN2017100000000   20     171   Scott County, KS                                  2010         2,898        2,793        105      3.6
CN2017300000000   20     173   Sedgwick County, KS                               2010       250,259      228,035     22,224      8.9
CN2017500000000   20     175   Seward County, KS                                 2010        10,976       10,442        534      4.9
CN2017700000000   20     177   Shawnee County, KS                                2010        94,216       87,602      6,614      7.0
CN2017900000000   20     179   Sheridan County, KS                               2010         1,632        1,582         50      3.1
CN2018100000000   20     181   Sherman County, KS                                2010         3,815        3,667        148      3.9
CN2018300000000   20     183   Smith County, KS                                  2010         2,250        2,152         98      4.4
CN2018500000000   20     185   Stafford County, KS                               2010         2,239        2,124        115      5.1
CN2018700000000   20     187   Stanton County, KS                                2010         1,223        1,179         44      3.6
CN2018900000000   20     189   Stevens County, KS                                2010         2,353        2,235        118      5.0
CN2019100000000   20     191   Sumner County, KS                                 2010        11,376       10,351      1,025      9.0
CN2019300000000   20     193   Thomas County, KS                                 2010         4,266        4,089        177      4.1
CN2019500000000   20     195   Trego County, KS                                  2010         1,899        1,826         73      3.8
CN2019700000000   20     197   Wabaunsee County, KS                              2010         3,778        3,533        245      6.5
CN2019900000000   20     199   Wallace County, KS                                2010           912          862         50      5.5
CN2020100000000   20     201   Washington County, KS                             2010         3,390        3,230        160      4.7
CN2020300000000   20     203   Wichita County, KS                                2010         1,223        1,178         45      3.7
CN2020500000000   20     205   Wilson County, KS                                 2010         4,951        4,424        527     10.6
CN2020700000000   20     207   Woodson County, KS                                2010         1,722        1,583        139      8.1
CN2020900000000   20     209   Wyandotte County, KS                              2010        71,188       63,882      7,306     10.3
CN2100100000000   21     001   Adair County, KY                                  2010         9,377        8,405        972     10.4
CN2100300000000   21     003   Allen County, KY                                  2010         8,576        7,512      1,064     12.4
CN2100500000000   21     005   Anderson County, KY                               2010        10,905        9,789      1,116     10.2
CN2100700000000   21     007   Ballard County, KY                                2010         4,164        3,760        404      9.7
CN2100900000000   21     009   Barren County, KY                                 2010        19,262       17,023      2,239     11.6
CN2101100000000   21     011   Bath County, KY                                   2010         5,008        4,315        693     13.8
CN2101300000000   21     013   Bell County, KY                                   2010         9,512        8,268      1,244     13.1
CN2101500000000   21     015   Boone County, KY                                  2010        65,187       59,226      5,961      9.1
CN2101700000000   21     017   Bourbon County, KY                                2010         9,432        8,524        908      9.6
CN2101900000000   21     019   Boyd County, KY                                   2010        22,976       20,964      2,012      8.8
CN2102100000000   21     021   Boyle County, KY                                  2010        12,739       11,234      1,505     11.8
