                               Labor Force Data by County, 2005 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0505900000000   05     059   Hot Spring County, AR                             2005        15,087       14,308        779      5.2
CN0506100000000   05     061   Howard County, AR                                 2005         6,221        5,884        337      5.4
CN0506300000000   05     063   Independence County, AR                           2005        17,772       16,711      1,061      6.0
CN0506500000000   05     065   Izard County, AR                                  2005         5,228        4,900        328      6.3
CN0506700000000   05     067   Jackson County, AR                                2005         7,755        7,123        632      8.1
CN0506900000000   05     069   Jefferson County, AR                              2005        36,839       34,108      2,731      7.4
CN0507100000000   05     071   Johnson County, AR                                2005        10,940       10,418        522      4.8
CN0507300000000   05     073   Lafayette County, AR                              2005         3,202        2,969        233      7.3
CN0507500000000   05     075   Lawrence County, AR                               2005         7,478        6,931        547      7.3
CN0507700000000   05     077   Lee County, AR                                    2005         3,390        3,040        350     10.3
CN0507900000000   05     079   Lincoln County, AR                                2005         5,224        4,837        387      7.4
CN0508100000000   05     081   Little River County, AR                           2005         6,499        6,201        298      4.6
CN0508300000000   05     083   Logan County, AR                                  2005        10,029        9,546        483      4.8
CN0508500000000   05     085   Lonoke County, AR                                 2005        30,648       29,310      1,338      4.4
CN0508700000000   05     087   Madison County, AR                                2005         7,800        7,517        283      3.6
CN0508900000000   05     089   Marion County, AR                                 2005         6,769        6,427        342      5.1
CN0509100000000   05     091   Miller County, AR                                 2005        19,631       18,711        920      4.7
CN0509300000000   05     093   Mississippi County, AR                            2005        20,090       18,391      1,699      8.5
CN0509500000000   05     095   Monroe County, AR                                 2005         3,846        3,595        251      6.5
CN0509700000000   05     097   Montgomery County, AR                             2005         4,323        4,115        208      4.8
CN0509900000000   05     099   Nevada County, AR                                 2005         4,374        4,127        247      5.6
CN0510100000000   05     101   Newton County, AR                                 2005         3,581        3,403        178      5.0
CN0510300000000   05     103   Ouachita County, AR                               2005        12,525       11,663        862      6.9
CN0510500000000   05     105   Perry County, AR                                  2005         4,943        4,695        248      5.0
CN0510700000000   05     107   Phillips County, AR                               2005         8,788        8,005        783      8.9
CN0510900000000   05     109   Pike County, AR                                   2005         5,133        4,890        243      4.7
CN0511100000000   05     111   Poinsett County, AR                               2005        11,425       10,684        741      6.5
CN0511300000000   05     113   Polk County, AR                                   2005         8,661        8,235        426      4.9
CN0511500000000   05     115   Pope County, AR                                   2005        29,436       28,145      1,291      4.4
CN0511700000000   05     117   Prairie County, AR                                2005         4,289        4,039        250      5.8
CN0511900000000   05     119   Pulaski County, AR                                2005       189,704      180,756      8,948      4.7
CN0512100000000   05     121   Randolph County, AR                               2005         7,831        7,230        601      7.7
CN0512300000000   05     123   St. Francis County, AR                            2005        10,745        9,847        898      8.4
CN0512500000000   05     125   Saline County, AR                                 2005        47,121       45,130      1,991      4.2
CN0512700000000   05     127   Scott County, AR                                  2005         4,667        4,461        206      4.4
CN0512900000000   05     129   Searcy County, AR                                 2005         3,406        3,240        166      4.9
CN0513100000000   05     131   Sebastian County, AR                              2005        59,394       56,915      2,479      4.2
CN0513300000000   05     133   Sevier County, AR                                 2005         7,621        7,304        317      4.2
CN0513500000000   05     135   Sharp County, AR                                  2005         6,532        6,071        461      7.1
CN0513700000000   05     137   Stone County, AR                                  2005         4,492        4,205        287      6.4
CN0513900000000   05     139   Union County, AR                                  2005        20,027       18,681      1,346      6.7
CN0514100000000   05     141   Van Buren County, AR                              2005         6,984        6,562        422      6.0
CN0514300000000   05     143   Washington County, AR                             2005       100,453       97,145      3,308      3.3
CN0514500000000   05     145   White County, AR                                  2005        32,347       30,345      2,002      6.2
CN0514700000000   05     147   Woodruff County, AR                               2005         3,444        3,134        310      9.0
CN0514900000000   05     149   Yell County, AR                                   2005        10,610       10,176        434      4.1
CN0600100000000   06     001   Alameda County, CA                                2005       735,682      697,878     37,804      5.1
CN0600300000000   06     003   Alpine County, CA                                 2005           527          485         42      8.0
CN0600500000000   06     005   Amador County, CA                                 2005        17,232       16,262        970      5.6
CN0600700000000   06     007   Butte County, CA                                  2005        98,511       91,820      6,691      6.8
CN0600900000000   06     009   Calaveras County, CA                              2005        20,569       19,277      1,292      6.3
CN0601100000000   06     011   Colusa County, CA                                 2005         9,902        8,640      1,262     12.7
CN0601300000000   06     013   Contra Costa County, CA                           2005       510,842      485,954     24,888      4.9
CN0601500000000   06     015   Del Norte County, CA                              2005        10,758        9,955        803      7.5
CN0601700000000   06     017   El Dorado County, CA                              2005        91,224       86,832      4,392      4.8
CN0601900000000   06     019   Fresno County, CA                                 2005       408,052      371,164     36,888      9.0
CN0602100000000   06     021   Glenn County, CA                                  2005        11,560       10,582        978      8.5
CN0602300000000   06     023   Humboldt County, CA                               2005        59,642       55,978      3,664      6.1
CN0602500000000   06     025   Imperial County, CA                               2005        60,763       51,000      9,763     16.1
CN0602700000000   06     027   Inyo County, CA                                   2005         9,299        8,841        458      4.9
CN0602900000000   06     029   Kern County, CA                                   2005       327,452      299,874     27,578      8.4
CN0603100000000   06     031   Kings County, CA                                  2005        53,960       48,833      5,127      9.5
CN0603300000000   06     033   Lake County, CA                                   2005        26,040       23,964      2,076      8.0
CN0603500000000   06     035   Lassen County, CA                                 2005        12,273       11,282        991      8.1
CN0603700000000   06     037   Los Angeles County, CA                            2005     4,771,417    4,516,008    255,409      5.4
CN0603900000000   06     039   Madera County, CA                                 2005        62,012       57,104      4,908      7.9
CN0604100000000   06     041   Marin County, CA                                  2005       129,333      124,287      5,046      3.9
CN0604300000000   06     043   Mariposa County, CA                               2005         8,808        8,244        564      6.4
CN0604500000000   06     045   Mendocino County, CA                              2005        43,926       41,389      2,537      5.8
CN0604700000000   06     047   Merced County, CA                                 2005        98,959       89,018      9,941     10.0
CN0604900000000   06     049   Modoc County, CA                                  2005         4,010        3,689        321      8.0
CN0605100000000   06     051   Mono County, CA                                   2005         8,356        7,949        407      4.9
CN0605300000000   06     053   Monterey County, CA                               2005       206,975      191,827     15,148      7.3
CN0605500000000   06     055   Napa County, CA                                   2005        71,460       68,319      3,141      4.4
CN0605700000000   06     057   Nevada County, CA                                 2005        49,331       46,957      2,374      4.8
CN0605900000000   06     059   Orange County, CA                                 2005     1,588,827    1,528,964     59,863      3.8
CN0606100000000   06     061   Placer County, CA                                 2005       164,557      157,426      7,131      4.3
CN0606300000000   06     063   Plumas County, CA                                 2005        10,152        9,292        860      8.5
CN0606500000000   06     065   Riverside County, CA                              2005       854,252      808,137     46,115      5.4
CN0606700000000   06     067   Sacramento County, CA                             2005       665,605      632,488     33,117      5.0
CN0606900000000   06     069   San Benito County, CA                             2005        24,550       22,561      1,989      8.1
CN0607100000000   06     071   San Bernardino County, CA                         2005       853,130      808,423     44,707      5.2
CN0607300000000   06     073   San Diego County, CA                              2005     1,492,594    1,427,925     64,669      4.3
CN0607500000000   06     075   San Francisco County/city, CA                     2005       414,134      393,359     20,775      5.0
CN0607700000000   06     077   San Joaquin County, CA                            2005       284,188      261,694     22,494      7.9
CN0607900000000   06     079   San Luis Obispo County, CA                        2005       131,725      126,075      5,650      4.3
CN0608100000000   06     081   San Mateo County, CA                              2005       360,972      345,554     15,418      4.3
CN0608300000000   06     083   Santa Barbara County, CA                          2005       213,600      204,277      9,323      4.4
CN0608500000000   06     085   Santa Clara County, CA                            2005       816,954      773,249     43,705      5.3
CN0608700000000   06     087   Santa Cruz County, CA                             2005       143,273      134,236      9,037      6.3
CN0608900000000   06     089   Shasta County, CA                                 2005        81,918       75,944      5,974      7.3
CN0609100000000   06     091   Sierra County, CA                                 2005         1,583        1,451        132      8.3
CN0609300000000   06     093   Siskiyou County, CA                               2005        18,688       16,996      1,692      9.1
CN0609500000000   06     095   Solano County, CA                                 2005       208,894      197,649     11,245      5.4
CN0609700000000   06     097   Sonoma County, CA                                 2005       253,887      242,582     11,305      4.5
CN0609900000000   06     099   Stanislaus County, CA                             2005       227,117      207,908     19,209      8.5
CN0610100000000   06     101   Sutter County, CA                                 2005        40,087       36,201      3,886      9.7
CN0610300000000   06     103   Tehama County, CA                                 2005        25,251       23,507      1,744      6.9
CN0610500000000   06     105   Trinity County, CA                                2005         5,181        4,649        532     10.3
CN0610700000000   06     107   Tulare County, CA                                 2005       183,709      166,276     17,433      9.5
CN0610900000000   06     109   Tuolumne County, CA                               2005        26,036       24,350      1,686      6.5
CN0611100000000   06     111   Ventura County, CA                                2005       416,751      396,841     19,910      4.8
CN0611300000000   06     113   Yolo County, CA                                   2005        92,535       87,372      5,163      5.6
CN0611500000000   06     115   Yuba County, CA                                   2005        25,741       23,404      2,337      9.1
CN0800100000000   08     001   Adams County, CO                                  2005       211,960      199,636     12,324      5.8
CN0800300000000   08     003   Alamosa County, CO                                2005         8,216        7,759        457      5.6
CN0800500000000   08     005   Arapahoe County, CO                               2005       301,597      286,047     15,550      5.2
CN0800700000000   08     007   Archuleta County, CO                              2005         6,040        5,724        316      5.2
CN0800900000000   08     009   Baca County, CO                                   2005         2,289        2,200         89      3.9
CN0801100000000   08     011   Bent County, CO                                   2005         2,403        2,250        153      6.4
CN0801300000000   08     013   Boulder County, CO                                2005       169,617      162,017      7,600      4.5
CN0801400000000   08     014   Broomfield County/city, CO                        2005        24,738       23,522      1,216      4.9
CN0801500000000   08     015   Chaffee County, CO                                2005         8,258        7,810        448      5.4
CN0801700000000   08     017   Cheyenne County, CO                               2005         1,362        1,319         43      3.2
CN0801900000000   08     019   Clear Creek County, CO                            2005         5,892        5,610        282      4.8
CN0802100000000   08     021   Conejos County, CO                                2005         3,814        3,513        301      7.9
CN0802300000000   08     023   Costilla County, CO                               2005         1,361        1,221        140     10.3
CN0802500000000   08     025   Crowley County, CO                                2005         1,621        1,491        130      8.0
CN0802700000000   08     027   Custer County, CO                                 2005         2,034        1,936         98      4.8
CN0802900000000   08     029   Delta County, CO                                  2005        15,402       14,616        786      5.1
CN0803100000000   08     031   Denver County/city, CO                            2005       304,927      287,312     17,615      5.8
CN0803300000000   08     033   Dolores County, CO                                2005           987          918         69      7.0
CN0803500000000   08     035   Douglas County, CO                                2005       144,245      138,164      6,081      4.2
CN0803700000000   08     037   Eagle County, CO                                  2005        28,670       27,555      1,115      3.9
CN0803900000000   08     039   Elbert County, CO                                 2005        13,017       12,414        603      4.6
CN0804100000000   08     041   El Paso County, CO                                2005       292,088      276,399     15,689      5.4
CN0804300000000   08     043   Fremont County, CO                                2005        19,437       18,221      1,216      6.3
CN0804500000000   08     045   Garfield County, CO                               2005        30,069       28,928      1,141      3.8
CN0804700000000   08     047   Gilpin County, CO                                 2005         3,369        3,204        165      4.9
CN0804900000000   08     049   Grand County, CO                                  2005         8,465        8,115        350      4.1
CN0805100000000   08     051   Gunnison County, CO                               2005         9,091        8,728        363      4.0
CN0805300000000   08     053   Hinsdale County, CO                               2005           602          585         17      2.8
CN0805500000000   08     055   Huerfano County, CO                               2005         3,289        3,030        259      7.9
CN0805700000000   08     057   Jackson County, CO                                2005         1,145        1,099         46      4.0
CN0805900000000   08     059   Jefferson County, CO                              2005       307,415      292,067     15,348      5.0
CN0806100000000   08     061   Kiowa County, CO                                  2005           885          848         37      4.2
CN0806300000000   08     063   Kit Carson County, CO                             2005         4,381        4,229        152      3.5
CN0806500000000   08     065   Lake County, CO                                   2005         3,962        3,763        199      5.0
CN0806700000000   08     067   La Plata County, CO                               2005        30,039       28,880      1,159      3.9
CN0806900000000   08     069   Larimer County, CO                                2005       167,508      160,043      7,465      4.5
CN0807100000000   08     071   Las Animas County, CO                             2005         8,199        7,779        420      5.1
CN0807300000000   08     073   Lincoln County, CO                                2005         3,054        2,927        127      4.2
CN0807500000000   08     075   Logan County, CO                                  2005        10,713       10,276        437      4.1
CN0807700000000   08     077   Mesa County, CO                                   2005        71,483       67,923      3,560      5.0
CN0807900000000   08     079   Mineral County, CO                                2005           464          440         24      5.2
CN0808100000000   08     081   Moffat County, CO                                 2005         7,905        7,547        358      4.5
CN0808300000000   08     083   Montezuma County, CO                              2005        12,982       12,292        690      5.3
CN0808500000000   08     085   Montrose County, CO                               2005        19,927       18,973        954      4.8
CN0808700000000   08     087   Morgan County, CO                                 2005        14,416       13,791        625      4.3
CN0808900000000   08     089   Otero County, CO                                  2005         9,414        8,804        610      6.5
CN0809100000000   08     091   Ouray County, CO                                  2005         2,961        2,857        104      3.5
CN0809300000000   08     093   Park County, CO                                   2005         9,729        9,264        465      4.8
CN0809500000000   08     095   Phillips County, CO                               2005         2,298        2,217         81      3.5
CN0809700000000   08     097   Pitkin County, CO                                 2005        11,186       10,730        456      4.1
CN0809900000000   08     099   Prowers County, CO                                2005         7,508        7,146        362      4.8
CN0810100000000   08     101   Pueblo County, CO                                 2005        70,012       65,154      4,858      6.9
CN0810300000000   08     103   Rio Blanco County, CO                             2005         4,016        3,873        143      3.6
CN0810500000000   08     105   Rio Grande County, CO                             2005         6,583        6,193        390      5.9
CN0810700000000   08     107   Routt County, CO                                  2005        14,649       14,102        547      3.7
CN0810900000000   08     109   Saguache County, CO                               2005         3,105        2,868        237      7.6
CN0811100000000   08     111   San Juan County, CO                               2005           513          475         38      7.4
CN0811300000000   08     113   San Miguel County, CO                             2005         5,260        5,032        228      4.3
CN0811500000000   08     115   Sedgwick County, CO                               2005         1,631        1,580         51      3.1
CN0811700000000   08     117   Summit County, CO                                 2005        16,413       15,779        634      3.9
CN0811900000000   08     119   Teller County, CO                                 2005        12,717       12,077        640      5.0
CN0812100000000   08     121   Washington County, CO                             2005         2,780        2,672        108      3.9
CN0812300000000   08     123   Weld County, CO                                   2005       112,158      105,913      6,245      5.6
CN0812500000000   08     125   Yuma County, CO                                   2005         6,117        5,922        195      3.2
CN0900100000000   09     001   Fairfield County, CT                              2005       454,312      434,305     20,007      4.4
CN0900300000000   09     003   Hartford County, CT                               2005       440,336      416,936     23,400      5.3
CN0900500000000   09     005   Litchfield County, CT                             2005       102,754       98,035      4,719      4.6
CN0900700000000   09     007   Middlesex County, CT                              2005        89,784       85,945      3,839      4.3
CN0900900000000   09     009   New Haven County, CT                              2005       432,366      409,260     23,106      5.3
CN0901100000000   09     011   New London County, CT                             2005       144,936      138,403      6,533      4.5
CN0901300000000   09     013   Tolland County, CT                                2005        81,265       77,837      3,428      4.2
CN0901500000000   09     015   Windham County, CT                                2005        61,246       57,888      3,358      5.5
CN1000100000000   10     001   Kent County, DE                                   2005        72,360       69,851      2,509      3.5
CN1000300000000   10     003   New Castle County, DE                             2005       271,356      259,859     11,497      4.2
CN1000500000000   10     005   Sussex County, DE                                 2005        90,673       87,486      3,187      3.5
CN1100100000000   11     001   District of Columbia                              2005       319,303      298,611     20,692      6.5
CN1200100000000   12     001   Alachua County, FL                                2005       122,566      119,035      3,531      2.9
CN1200300000000   12     003   Baker County, FL                                  2005        11,022       10,671        351      3.2
CN1200500000000   12     005   Bay County, FL                                    2005        81,736       78,882      2,854      3.5
CN1200700000000   12     007   Bradford County, FL                               2005        11,614       11,249        365      3.1
CN1200900000000   12     009   Brevard County, FL                                2005       258,323      249,105      9,218      3.6
CN1201100000000   12     011   Broward County, FL                                2005       949,838      915,444     34,394      3.6
CN1201300000000   12     013   Calhoun County, FL                                2005         5,204        5,012        192      3.7
CN1201500000000   12     015   Charlotte County, FL                              2005        65,546       62,958      2,588      3.9
CN1201700000000   12     017   Citrus County, FL                                 2005        50,901       48,761      2,140      4.2
CN1201900000000   12     019   Clay County, FL                                   2005        85,943       83,040      2,903      3.4
CN1202100000000   12     021   Collier County, FL                                2005       143,967      139,049      4,918      3.4
CN1202300000000   12     023   Columbia County, FL                               2005        28,508       27,551        957      3.4
CN1202700000000   12     027   DeSoto County, FL                                 2005        13,443       12,841        602      4.5
CN1202900000000   12     029   Dixie County, FL                                  2005         5,505        5,299        206      3.7
CN1203100000000   12     031   Duval County, FL                                  2005       418,101      401,676     16,425      3.9
CN1203300000000   12     033   Escambia County, FL                               2005       134,568      129,466      5,102      3.8
CN1203500000000   12     035   Flagler County, FL                                2005        29,733       28,455      1,278      4.3
CN1203700000000   12     037   Franklin County, FL                               2005         5,094        4,913        181      3.6
CN1203900000000   12     039   Gadsden County, FL                                2005        20,321       19,546        775      3.8
